Animal ID,Birth Code,Diet Code,Cross Foster Code,Sex Code,Age Code,Total_Duration,%_Duration_outer_zone,Total_Distance,%_Distance_outer_zone,Total_Velocity
2179,C section,Control,DW184,Male,18,540,84.76111111,27634.97,84.07919386,52.84333333
2178,C section,Control,DW184,Male,18,540,86.48148148,27504.85,84.66568623,51.29055556
2365,C section,Control,DW226,Male,18,280.76,99.50847699,809.42,100,0.798333333
2366,C section,Control,DW226,Male,18,281.25,98.75555556,687.54,90.512552,1.696111111
2227,C section,Control,DW264,Female,18,540,80.10555556,24001.16,82.08636583,46.63944444
2228,C section,Control,DW264,Male,18,540.01,91.55015648,24383.98,89.65697971,43.97111111
2832,C section,Control,DW352,Male,18,540,91.38888889,19423.89,88.49900818,39.72888889
2833,C section,Control,DW352,Male,18,540.01,86.04099924,23086.78,87.2293581,44.36111111
2835,C section,Control,DW352,Female,18,540.01,84.14288624,36003.64,87.91283326,62.71833333
2831,C section,Control,DW352,Female,18,540,89.9537037,21375.05,86.86328219,39.85388889
2803,C section,Creatine,DW413,Male,18,540,80.46296296,18665.77,82.123427,35.13555556
2804,C section,Creatine,DW413,Female,18,540,85.41666667,30476.65,85.69130794,55.89777778
2805,C section,Creatine,DW413,Male,18,540,85.69444444,22817.74,84.72964457,41.85944444
2691,C section,Creatine,DW417,Female,18,540.01,83.21697746,26756.91,85.69304154,50.88277778
2692,C section,Creatine,DW417,Female,18,540.01,84.05029536,29949.64,86.61960544,50.36222222
2857,C section,Control,DW424,Male,18,540,81.75925926,27042.64,83.31904725,49.33555556
2858,C section,Control,DW424,Female,18,540,86.85185185,23405.75,85.18727236,39.255
2859,C section,Control,DW424,Female,18,540,90.41666667,19499.6,87.80749349,39.98944444
2761,C section,Control,DW426b,Female,18,540.01,89.69833892,17779.19,88.07262873,37.07333333
2762,C section,Control,DW426b,Female,18,540,89.56851852,13850.99,85.76556622,29.11055556
2763,C section,Control,DW426b,Female,18,540.01,88.17058943,16836.93,83.26292263,30.21055556
3211,C section,Creatine,DW426d,Female,18,540,90.32407407,36770.89,91.38786143,63.40944444
3212,C section,Creatine,DW426d,Female,18,540.01,88.07799856,25232.33,87.93290196,48.00888889
2816,C section,Control,DW432,Male,18,540,86.06481481,27828.24,86.87477181,52.22611111
2817,C section,Control,DW432,Female,18,540,88.47222222,34527.38,91.06923259,62.08777778
2781,C section,Control,DW434,Male,18,540,90.37037037,24107.63,93.86331215,34.29611111
2782,C section,Control,DW434,Male,18,540,90.03148148,27400.17,90.78626155,46.53
2838,C section,Control,DW438,Female,18,540,87.96296296,36051.23,91.89639299,60.86944444
2840,C section,Control,DW438,Female,18,540,87.17592593,28588.06,87.19727746,53.48388889
3223,C section,Creatine,DW449b,Female,18,540.01,88.81872558,34264.79,90.4925727,57.82444444
3224,C section,Creatine,DW449b,Male,18,540,88.33333333,38377.02,89.99489799,64.96944444
3225,C section,Creatine,DW449b,Female,18,540,88.42592593,30624.63,91.43339854,51.79777778
2172,Asphyxia,Control,BC6,Male,21,540,89.86111111,20421.47,88.64259037,40.33277778
2173,Asphyxia,Control,BC6,Male,21,540,85.32407407,33689.56,86.42867405,62.28333333
2174,Asphyxia,Control,BC6,Male,21,540.01,92.66124701,24494.36,89.63843105,52.64722222
2171,Asphyxia,Control,BC6,Male,21,540,86.34259259,33628.33,92.45255414,56.54555556
2465,Asphyxia,Control,BC20,Male,21,540,91.38888889,19278.7,89.63493389,32.725
2465,Asphyxia,Control,BC20,Female,21,540,95.78703704,19337.38,93.90041464,34.15666667
2161,Asphyxia,Control,DW193,Male,21,540.01,89.05020277,24605.01,88.84178466,47.90555556
2164,Asphyxia,Control,DW193,Male,21,540,89.49074074,21955.25,86.04311042,53.27333333
2162,Asphyxia,Control,DW193,Male,21,540.01,87.61504417,21093.76,85.27915365,41.94333333
2508,Asphyxia,Creatine,DW326,Female,21,540.01,81.87440973,30380.08,83.9880606,54.69611111
2509,Asphyxia,Creatine,DW326,Female,21,540.01,81.08738727,30650.55,85.01922478,55.32555556
2510,Asphyxia,Creatine,DW326,Female,21,540.01,89.00390734,30558.99,89.01900881,57.14833333
2512,Asphyxia,Creatine,DW332,Male,21,540.01,87.52245329,26102.26,87.39894553,49.97611111
2542,Asphyxia,Control,DW345,Female,21,540,79.02777778,22724.07,89.85432627,41.53666667
2553,Asphyxia,Control,DW349,Female,21,540.01,86.36506731,26761.01,86.32050883,48.07666667
2501,Asphyxia,Control,DW368,Male,21,540,84.9537037,33845.56,88.94596514,62.28666667
2528,Asphyxia,Control,DW373,Female,21,540,87.08333333,29887.25,87.03373512,56.91333333
3185,Asphyxia,Control,DW380b,Female,21,540.01,65.25434714,26825.27,69.91855068,49.67666667
2577,Asphyxia,Control,DW390,Female,21,540.01,84.00399993,24062.57,84.77893259,46.24166667
2578,Asphyxia,Control,DW390,Female,21,540,93.22777778,15029.7,89.76533131,29.43944444
2579,Asphyxia,Control,DW390,Female,21,540,83.14814815,30106.45,84.40676333,56.75722222
2809,Asphyxia,Control,DW393,Female,21,540.01,79.51334235,30327.85,80.84974701,55.75333333
2810,Asphyxia,Control,DW393,Female,21,540,91.01851852,39445.98,92.70427557,60.77277778
2710,Asphyxia,Creatine,DW394,Male,21,540,84.53703704,29450.28,88.91491015,54.49055556
2712,Asphyxia,Creatine,DW394,Female,21,540.01,86.41136275,35785.94,89.60194982,61.72222222
2639,Asphyxia,Control,DW400,Male,21,540.01,83.07809115,31601.17,84.35089587,58.47111111
2640,Asphyxia,Control,DW400,Male,21,540,81.01851852,33934.28,83.27145883,61.00666667
2642,Asphyxia,Control,DW400,Female,21,540,92.08333333,37169.38,92.75169508,67.00833333
2940,Asphyxia,Creatine,DW417b,Male,21,540,83.24074074,33445.87,84.68047026,63.14444444
2941,Asphyxia,Creatine,DW417b,Female,21,540,86.71296296,34503.59,89.25135037,58.96277778
2866,Asphyxia,Creatine,DW420,Female,21,540,88.19444444,22806.75,86.27296743,43.96611111
2868,Asphyxia,Creatine,DW420,Female,21,540,89.67592593,21529.39,87.12323015,42.87
2869,Asphyxia,Creatine,DW420,Male,21,540,90.15925926,30548.9,91.032574,54.89666667
3202,Asphyxia,Control,DW420b,Female,21,281.13,88.26165831,14390.16,92.18841208,25.10277778
3203,Asphyxia,Control,DW420b,Male,21,281.01,90.61243372,12133.73,87.15357932,28.54555556
3204,Asphyxia,Control,DW420b,Female,21,281.13,85.86063387,14957.45,85.47325915,30.38
2683,Asphyxia,Creatine,DW426a,Male,21,540.01,89.28167997,31751.48,89.53992066,59.67111111
2685,Asphyxia,Creatine,DW426a,Male,21,540,83.05555556,31034.13,84.18460579,57.30777778
2685,Asphyxia,Creatine,DW426a,Female,21,540.01,86.13359012,29357.24,87.13387226,54.41555556
2984,Asphyxia,Control,DW426c,Male,21,540.01,78.8652062,22834.84,83.01612799,42.50055556
2986,Asphyxia,Control,DW426c,Female,21,540,91.89814815,29890.77,92.83916072,48.905
2215,C section,Control,BC7,Female,21,531.88,95.13424081,40573.83,95.79793182,72.89777778
2217,C section,Control,BC7,Male,21,529.26,73.09828818,25985.36,79.54656006,49.72222222
2218,C section,Control,BC21,Male,21,540.01,82.75402307,27670.2,86.36919863,47.58833333
2216,C section,Control,BC21,Female,21,540,84.1537037,22184.41,82.51718211,41.82055556
2248,C section,Control,DW164,Male,21,540.01,91.6890428,23493.98,91.33709997,43.7
2249,C section,Control,DW164,Male,21,540,71.03148148,28728.23,85.21802422,49.10777778
2179,C section,Control,DW184,Male,21,540,90.97222222,37694.56,91.44258482,65.99722222
2179,C section,Control,DW184,Male,21,540,95.34444444,34334.93,96.65206832,52.58666667
2365,C section,Control,DW226,Male,21,540.01,90.3927705,26342.25,88.94703376,53.76388889
2366,C section,Control,DW226,Male,21,540,90.32407407,35495.4,91.9852995,64.41722222
2228,C section,Control,DW264,Male,21,540.01,79.79111498,28135.01,82.23238591,51.41166667
2227,C section,Control,DW264,Female,21,540,84.49814815,28008.93,87.2720593,50.93333333
2371,C section,Control,DW266,Male,21,540.01,79.09668339,33083.52,83.84343625,58.79777778
2368,C section,Control,BC27,Male,21,540,93.51851852,27109.86,92.54688147,48.86666667
2369,C section,Control,BC27,Female,21,540.01,84.28177256,26297.78,83.86593849,48.42611111
2560,C section,Creatine,DW267,Male,21,540.01,85.11509046,22232.64,82.72791715,39.66
2560,C section,Creatine,DW267,Male,21,540,93.30185185,10673.25,90.11407022,20.91888889
2485,C section,Control,DW306,Female,21,540.01,83.67993185,25071.94,81.44746677,50.16222222
2486,C section,Control,DW306,Male,21,540,81.61296296,14015.9,73.21349325,25.91666667
2434,C section,Control,DW316,Female,21,540.01,85.06879502,22722.81,87.27327298,42.235
2435,C section,Control,DW316,Female,21,540,84.44444444,14986.7,83.41449418,31.24833333
2436,C section,Control,DW316,Female,21,540,81.80555556,19042.57,79.21934907,39.70333333
2457,C section,Creatine,DW334,Female,21,540,77.68518519,28311.84,80.97633358,51.27444444
2831,C section,Control,DW352,Female,21,540,82.12962963,24479.64,90.49479486,47.59222222
2832,C section,Control,DW352,Male,21,540,79.81481481,30086.21,85.14601872,52.47166667
2833,C section,Control,DW352,Male,21,540,78.14814815,26686.08,85.49194936,42.98666667
2835,C section,Control,DW352,Female,21,540.01,86.68913539,37135.75,88.74408084,63.22111111
2490,C section,Control,DW368,Male,21,540,88.75,32122.95,88.82263304,57.35222222
2491,C section,Control,DW368,Male,21,540,86.66666667,21559.46,86.34358189,41.33111111
2725,C section,Control,DW380,Male,21,540.01,97.24449547,17478.94,97.32066132,25.66333333
2726,C section,Control,DW380,Female,21,540,94.21296296,21677.16,92.9832598,39.35666667
2727,C section,Control,DW380,Male,21,540.01,95.2537916,24378.88,94.29776922,43.29111111
2803,C section,Creatine,DW413,Male,21,540.01,84.51324975,16861.33,86.05353196,32.02444444
2804,C section,Creatine,DW413,Female,21,540.01,88.77243014,34351.82,90.24366103,62.73
2805,C section,Creatine,DW413,Male,21,540.01,92.70754245,40205.83,94.15664345,69.99388889
2691,C section,Creatine,DW417,Female,21,540.01,81.78181886,28557.97,82.45305951,53.60722222
2692,C section,Creatine,DW417,Female,21,540,85.37037037,32150.33,88.45427092,55.32611111
2857,C section,Control,DW424,Male,21,539.63,87.05038638,25993.79,84.12982485,49.68333333
2858,C section,Control,DW424,Female,21,540.01,83.67993185,30939.56,84.98553308,55.45166667
2859,C section,Control,DW424,Female,21,540.01,93.49456492,35692.69,94.26213043,61.00777778
2761,C section,Control,DW426b,Female,21,540,89.49074074,18671.47,87.375445,34.43111111
2762,C section,Control,DW426b,Female,21,540,80.74074074,22726.5,81.32814116,43.40777778
2763,C section,Control,DW426b,Female,21,540.01,90.57795226,15694.79,85.78050423,31.03944444
3211,C section,Creatine,DW426d,Female,21,540,84.9537037,35313.52,87.07223183,61.86833333
3212,C section,Creatine,DW426d,Female,21,540,88.47222222,32413.42,90.65411795,58.10055556
2816,C section,Control,DW432,Male,21,540,85.92592593,35621.17,89.05499174,64.95277778
2817,C section,Control,DW432,Female,21,540,90.66111111,32347.4,91.74703376,58.03833333
2781,C section,Control,DW434,Male,21,540,82.63888889,30531.6,84.38853516,55.86944444
2782,C section,Control,DW434,Male,21,540.01,85.11509046,34140.96,86.84284215,57.75611111
2838,C section,Control,DW438,Female,21,540,84.53703704,29456.3,85.69762665,50.93388889
2840,C section,Control,DW438,Female,21,540.01,80.99479639,28356.06,82.80893044,52.4
3224,C section,Creatine,DW449b,Male,21,540.01,91.36497472,38565.48,93.13889001,66.69
3225,C section,Creatine,DW449b,Female,21,540,86.15740741,27113.26,84.54243422,54.49222222
3223,C section,Creatine,DW449b,Female,21,503.13,99.57665017,5307.87,97.89765009,8.15
2172,Asphyxia,Control,BC6,Male,28,540,92.53148148,21045.08,92.12319459,43.27444444
2173,Asphyxia,Control,BC6,Male,28,540.01,85.06879502,35450.04,86.51079096,65.55333333
2174,Asphyxia,Control,BC6,Male,28,540,93.00925926,29262.1,92.20865898,58.39833333
2171,Asphyxia,Control,BC6,Male,28,540,85.23148148,31650.09,94.86124684,57.51833333
2465,Asphyxia,Control,BC20,Male,28,540,88.14814815,26189.3,86.62091007,52.43166667
2466,Asphyxia,Control,BC20,Female,28,540,92.17592593,16365.42,89.42813567,27.59666667
2508,Asphyxia,Creatine,DW326,Female,28,540.01,86.92061258,22372.79,84.88337843,42.66
2509,Asphyxia,Creatine,DW326,Female,28,540,84.72222222,16743.8,86.82007669,26.25444444
2512,Asphyxia,Creatine,DW332,Male,28,540,86.94444444,28128.83,88.4689836,50.92388889
2497,Asphyxia,Creatine,DW341,Female,28,540,78.56481481,27804.59,83.08221772,50.20277778
2542,Asphyxia,Control,DW345,Female,28,540,76.38888889,14244.85,85.58896724,24.82111111
2553,Asphyxia,Control,DW349,Female,28,540.01,88.12429399,14882.06,85.56517041,29.85055556
2501,Asphyxia,Control,DW368,Male,28,540,84.53703704,35229.18,86.24572017,63.58777778
2528,Asphyxia,Control,DW373,Female,28,540.01,87.70763504,30770.45,88.95593012,57.07388889
3185,Asphyxia,Control,DW380b,Female,28,540.01,82.52254588,28724.46,85.23700707,51.16666667
2577,Asphyxia,Control,DW390,Female,28,540.01,74.05048055,19940.37,80.69403928,38.27
2578,Asphyxia,Control,DW390,Female,28,540,88.27222222,17897.48,85.79962095,36.78722222
2579,Asphyxia,Control,DW390,Female,28,540.01,87.93911224,32644.06,88.0484229,61.46388889
2710,Asphyxia,Creatine,DW394,Male,28,280.88,88.47194531,15713.16,88.00667721,27.87555556
2712,Asphyxia,Creatine,DW394,Female,28,280.75,85.6634016,16326.35,87.32153849,29.62111111
2639,Asphyxia,Control,DW400,Male,28,540,85.41666667,32878.28,88.03605298,60.02222222
2640,Asphyxia,Control,DW400,Male,28,540,87.22222222,33827.53,89.03396139,61.03666667
2642,Asphyxia,Control,DW400,Female,28,540.01,87.0594989,32628.66,87.47591841,61.69055556
2866,Asphyxia,Creatine,DW420,Female,28,540.01,84.60584063,32130.91,86.95405763,58.04388889
2868,Asphyxia,Creatine,DW420,Female,28,540.01,89.18908909,30168.32,88.65604714,54.01833333
2869,Asphyxia,Creatine,DW420,Male,28,540,84.68333333,20586.32,85.17680673,40.02611111
3202,Asphyxia,Control,DW420b,Female,28,540,82.77777778,25554.49,86.0625667,45.395
3203,Asphyxia,Control,DW420b,Male,28,540,83.61111111,23084.34,83.1399988,43.86388889
3204,Asphyxia,Control,DW420b,Female,28,540,81.85185185,29606.02,81.44465213,55.06444444
2215,C section,Control,BC7,Female,28,540.01,89.23538453,17950.64,92.39002063,30.40388889
2217,C section,Control,BC7,Male,28,540,90.95185185,14460.39,84.00326686,26.345
2216,C section,Control,BC21,Female,28,540.01,83.12438659,28714.6,83.25061119,55.04777778
2218,C section,Control,BC21,Male,28,540.01,82.98550027,26483.57,85.51936163,48.24666667
2248,C section,Control,DW164,Male,28,540,90.64814815,19261.27,87.86596107,33.98555556
2249,C section,Control,DW164,Male,28,540.01,71.82829948,24899.17,83.44744022,44.90388889
2228,C section,Control,DW264,Male,28,540.01,88.49465751,30853.66,88.59538868,53.555
2227,C section,Control,DW264,Female,28,540,88.75740741,23401.61,87.76344875,38.68833333
2370,C section,Control,DW266,Male,28,540.01,80.25406937,23330.97,80.75746529,43.885
2371,C section,Control,DW266,Male,28,540,89.20555556,24185.14,90.3986084,44.03222222
2559,C section,Creatine,DW267,Male,28,517.38,87.31493293,25920.89,85.9796095,53.68944444
2560,C section,Creatine,DW267,Male,28,540,89.12777778,22553.07,89.3144481,40.32666667
2485,C section,Control,DW306,Female,28,540,85.0462963,24494.46,84.18393384,48.945
2486,C section,Control,DW306,Male,28,540,93.14814815,14200.5,91.06017394,27.92388889
2457,C section,Creatine,DW334,Female,28,540.01,76.41154793,26942.37,78.71211775,50.52166667
2491,C section,Control,DW368,Male,28,540,91.16481481,26566.44,91.36109317,47.98888889
2725,C section,Control,DW380,Male,28,540.01,89.32797541,30039.4,91.02512034,48.26722222
2726,C section,Control,DW380,Female,28,540.01,85.62434029,27858.23,89.53443919,48.44611111
2727,C section,Control,DW380,Male,28,540.01,87.98540768,33351,89.52831999,58.93333333
2857,C section,Control,DW424,Male,28,540,82.31481481,25689.2,85.41698457,46.94333333
2858,C section,Control,DW424,Female,28,540,87.26851852,30328.24,87.39620235,57.34166667
2859,C section,Control,DW424,Female,28,540,83.7962963,29714.98,84.96613493,55.15055556
2761,C section,Control,DW426b,Female,28,540.01,83.95770449,31482.87,88.9786414,54.30166667
2762,C section,Control,DW426b,Female,28,540,90,29879.98,92.5650218,47.80388889
2763,C section,Control,DW426b,Female,28,540.01,87.84652136,28218.08,88.45449442,51.81611111
3211,C section,Creatine,DW426d,Female,28,540,91.71296296,35949.37,92.73269601,67.26277778
3212,C section,Creatine,DW426d,Female,28,540,88.65740741,37439.48,91.54659734,65.17388889
3213,C section,Creatine,DW426d,Male,28,540.01,86.68913539,30168.44,88.12378101,54.13777778
2782,C section,Control,DW434,Male,28,540.01,75.57823003,23808.57,85.00124115,41.76
2781,C section,Control,DW434,Male,28,540,81.57407407,22987.76,89.81697216,40.66166667
3223,C section,Creatine,DW449b,Female,28,540,85.92592593,32669.13,88.16944314,57.35666667
3224,C section,Creatine,DW449b,Male,28,539.63,78.78175787,26656.15,80.42564286,50.65944444
